reference_id,ref_hotel_name,hotel_id,hotel_name,room_name
74,"Regnum Carya Golf & Spa Resort, Turcja",1016614,"Regnum Carya Golf & Spa Resort, Turcja","Jade Room Partial Sea View,2 Twin Beds,NonSmoking"
74,"Regnum Carya Golf & Spa Resort, Turcja",1016614,"Regnum Carya Golf & Spa Resort, Turcja","Jade Junior Room,1 Queen Bed,NonSmoking"
74,"Regnum Carya Golf & Spa Resort, Turcja",1016614,"Regnum Carya Golf & Spa Resort, Turcja","Jade Room Partial Sea View,1 Double Bed,NonSmoking"
74,"Regnum Carya Golf & Spa Resort, Turcja",1016614,"Regnum Carya Golf & Spa Resort, Turcja","Jade Room Partial Sea View,2 Twin Beds,NonSmoking"
74,"Regnum Carya Golf & Spa Resort, Turcja",1016614,"Regnum Carya Golf & Spa Resort, Turcja","Jade Junior Room,1 Queen Bed,NonSmoking"
74,"Regnum Carya Golf & Spa Resort, Turcja",1016614,"Regnum Carya Golf & Spa Resort, Turcja","Jade Room Sea View,1 Double Bed,NonSmoking"
57,The Raffles Doha,1315575,The Raffles Doha,"Spectacular Room, Room, 1 King Bed, City View,NonSmoking"
57,The Raffles Doha,1315575,The Raffles Doha,"Spectacular Room, Room, 2 Double Beds, City View,NonSmoking"
57,The Raffles Doha,1315575,The Raffles Doha,"Spectacular Room, Room, 1 King Bed, City View,NonSmoking"
57,The Raffles Doha,1315575,The Raffles Doha,"Spectacular Room, Room, 2 Double Beds, City View,NonSmoking"
57,The Raffles Doha,1315575,The Raffles Doha,"Spectacular Room, Room, 1 King Bed, City View,NonSmoking"
59,Waldorf Astoria Seychelles,1575710,Waldorf Astoria Seychelles,"Deluxe Room, 1 King Bed, Non Smoking"
59,Waldorf Astoria Seychelles,1575710,Waldorf Astoria Seychelles,"Deluxe Room, Non Smoking (High Floor),1 King Bed"
59,Waldorf Astoria Seychelles,1575710,Waldorf Astoria Seychelles,"Deluxe Room, Non Smoking (High Floor),2 Queen Beds"
59,Waldorf Astoria Seychelles,1575710,Waldorf Astoria Seychelles,"Junior Suite, 1 King Bed, Non Smoking, Balcony (BEVERLY HILLS)"
59,Waldorf Astoria Seychelles,1575710,Waldorf Astoria Seychelles,"Junior Suite, 2 Queen Beds, Non Smoking (BEVERLY HILLS)"
60,Four Seasons Resort Seychelles at Desroches Island,1155893,Four Seasons Resort Seychelles at Desroches Island,"Villa, 1 King Bed, Ocean View (Pool),NonSmoking"
60,Four Seasons Resort Seychelles at Desroches Island,1155893,Four Seasons Resort Seychelles at Desroches Island,"Bungalow, 1 King Bed (Beach),NonSmoking"
60,Four Seasons Resort Seychelles at Desroches Island,1155893,Four Seasons Resort Seychelles at Desroches Island,"Villa, 1 King Bed (Sunset Beach),NonSmoking"
60,Four Seasons Resort Seychelles at Desroches Island,1155893,Four Seasons Resort Seychelles at Desroches Island,"Suite, 1 King Bed (Sunset Beach),NonSmoking"
60,Four Seasons Resort Seychelles at Desroches Island,1155893,Four Seasons Resort Seychelles at Desroches Island,"Suite, 1 King Bed (Sunset Beach),NonSmoking"
61,Six Senses Zil Pasyon,1392470,Six Senses Zil Pasyon,"Panorama Pool Villa,1 King Bed,NonSmoking"
61,Six Senses Zil Pasyon,1392470,Six Senses Zil Pasyon,"Panorama Pool Villa,1 King Bed,NonSmoking"
61,Six Senses Zil Pasyon,1392470,Six Senses Zil Pasyon,"Ocean Front Pool Villa,1 King Bed,NonSmoking"
61,Six Senses Zil Pasyon,1392470,Six Senses Zil Pasyon,"Ocean Front Pool Villa,1 King Bed,NonSmoking"
61,Six Senses Zil Pasyon,1392470,Six Senses Zil Pasyon,"Pasyon Pool Villa,1 King Bed,NonSmoking"
62,Raffles Prasiln,1243111,Raffles Prasiln,Room STANDARD
62,Raffles Prasiln,1243111,Raffles Prasiln,Room STANDARD
62,Raffles Prasiln,1243111,Raffles Prasiln,STUDIO STANDARD
62,Raffles Prasiln,1243111,Raffles Prasiln,STUDIO STANDARD
