ID Pipedrive,Full Name,Hotel,Atribute,Region,City,Country,ISO
15732,test,test,,,,,
15815,Sport Hotel Hermitage & Spa,Sport Hotel Hermitage & Spa,,,,,
15900,AUSTRALIA,AUSTRALIA,,,,,
16034,San Francosco bilety lotnicze,San Francosco bilety lotnicze,,,,,
16147,willa,willa,,,,,
16224,Chiny-program,Chiny-program,,,,,
16232,-,-,,,,,
16233,,,,,,,
16283,wynajem jachtu Sun Odyssey w Chorwacji,wynajem jachtu Sun Odyssey w Chorwacji,,,,,
16371,WILLE od DMC Orgon Travel,WILLE od DMC Orgon Travel,,,,,
16376,Paradisus Palma Real,Paradisus Palma Real,,,,,
16390,Dreams Onyx Punta Cana Resort & Spa,Dreams Onyx Punta Cana Resort & Spa,,,,,
16392,brak,brak,,,,,
16737,Orient Expres,Orient Expres,,,,,
16738,Monsieur George Champs Elysee,Monsieur George Champs Elysee,,,,,
16889,Avaton Luxury Hotel & Villas,Avaton Luxury Hotel & Villas,,,,,
17057,Grecja,Grecja,,,,,
17071,Villa,Villa,,,,,
17559,Grimsborgir hotel,Grimsborgir hotel,,,,,
17759,Japonia,Japonia,,,,,
17887,privat jet Cessna 525 Citation Jet/ 5,privat jet Cessna 525 Citation Jet/ 5,,,,,
18044,zakup biletów lotniczych,zakup biletów lotniczych,,,,,
18144,Nikki Beach Resort & Spa,Nikki Beach Resort & Spa,,,,,
18573,Meksyk (wyjazd grupowy 13 os) Ocean Sea View,Meksyk (wyjazd grupowy 13 os) Ocean Sea View,,,,,
18732,NAMIBIA I MOZMBIK,NAMIBIA I MOZMBIK,,,,,
18880,OMAN,OMAN,,,,,
18891,Hotel Nimb,Hotel Nimb,,,,,
19228,Uzbekistan,Uzbekistan,,,,,
19229,Turkmenistan,Turkmenistan,,,,,
19235,The Bay Hotel,The Bay Hotel,,,,,
19242,RPA,RPA,,,,,
19367,Namibia,Namibia,,,,,
19384,Johannesburg,Johannesburg,,,,,
19473,Singapur,Singapur,,,,,
19475,Nowa Zelandia,Nowa Zelandia,,,,,
19478,Hong Kong,Hong Kong,,,,,
19536,Sri Lanka,Sri Lanka,,,,,
19680,TAJLANDIA,TAJLANDIA,,,,,
19753,Orient Express Train,Orient Express Train,,,,,
19883,Tajlandia,Tajlandia,,,,,
19910,Malezja,Malezja,,,,,
19962,Gold Zanzibar Beach House & Spa,Gold Zanzibar Beach House & Spa,,,,,
20089,USA,USA,,,,,
20167,rejs statkiem Silver Dawn,rejs statkiem Silver Dawn,,,,,
20409,voucher prezentowy,voucher prezentowy,,,,,
20564,Wietnam,Wietnam,,,,,
20597,Kambodża,Kambodża,,,,,
20641,Włochy,Włochy,,,,,
20903,Is Arenas Private Golf and Foresterie Boutique Resort,Is Arenas Private Golf and Foresterie Boutique Resort,,,,,
20928,Sardynia,Sardynia,,,,,
21070,Francja,Francja,,,,,
21101,Raffles Maldives Meradhoo Resort,Raffles Maldives Meradhoo Resort,,,,,
21118,Mauritius????????,Mauritius????????,,,,,
21160,Residences Casears Palace Bluewaters,Residences Casears Palace Bluewaters,,,,,
21168,The Address Boulevard Dubai,The Address Boulevard Dubai,,,,,
21180,The Ritz-Carlton Dubai,The Ritz-Carlton Dubai,,,,,
21244,zmiana biletu,zmiana biletu,,,,,
21245,Zambia,Zambia,,,,,
21252,Regent Seven Seas Cruises,Regent Seven Seas Cruises,,,,,
21257,NAMIBIA,NAMIBIA,,,,,
21259,MALEDIWY,MALEDIWY,,,,,
21263,Florencja,Florencja,,,,,
21264,Dubaj,Dubaj,,,,,
21268,Bilety lotnicze: WARSZAWA - STANBUŁ - WARSZAWA,Bilety lotnicze: WARSZAWA - STANBUŁ - WARSZAWA,,,,,
21269,Bilety lotnicze: WARSZAWA - NICEA - WARSZAWA,Bilety lotnicze: WARSZAWA - NICEA - WARSZAWA,,,,,
21271,bilety lotnicze WAW-CDG-MIA-CDG-WAW,bilety lotnicze WAW-CDG-MIA-CDG-WAW,,,,,
21272,bilety lotnicze W-wa-Frankfurt-Cancun-Frankfurt,bilety lotnicze W-wa-Frankfurt-Cancun-Frankfurt,,,,,
21273,Bilety lotnicze w klasie ekonomicznej,Bilety lotnicze w klasie ekonomicznej,,,,,
21274,Bilety lotnicze USA,Bilety lotnicze USA,,,,,
21275,Bilety lotnicze KLM  -Warszawa - Amsterdam - Johanesburg - Amsterdam - Warszawa,Bilety lotnicze KLM  -Warszawa - Amsterdam - Johanesburg - Amsterdam - Warszawa,,,,,
21276,Bilety lotnicze do Aten,Bilety lotnicze do Aten,,,,,
21277,bilety lotnicze,bilety lotnicze,,,,,
21278,bilety LOT Warszawa-Monachium,bilety LOT Warszawa-Monachium,,,,,
21279,bilet lotniczy FCO-CAG-FCO,bilet lotniczy FCO-CAG-FCO,,,,,
21511,Grenlandia,Grenlandia,,,,,
21518,Dania,Dania,,,,,
21658,Tajwan,Tajwan,,,,,
21686,Indonezja,Indonezja,,,,,
21961,wynajem samochodu w USA,wynajem samochodu w USA,,,,,
22091,wejście do Delphin Bay na Sea Lion Discovery i Delphin Adventure,wejście do Delphin Bay na Sea Lion Discovery i Delphin Adventure,,,,,
22114,Quark Expeditions,Quark Expeditions,,,,,
22124,AMAZONIA,AMAZONIA,,,,,
22127,Velaa Private Island,Velaa Private Island,,,,,
22130,Sun Siyam Iru Veli,Sun Siyam Iru Veli,,,,,
22131,Six Senses Yao Noi,Six Senses Yao Noi,,,,,
22134,Rixos Premium Dubai JBR,Rixos Premium Dubai JBR,,,,,
22141,Mashpi Lodge,Mashpi Lodge,,,,,
22142,Mandarin Oriental,Mandarin Oriental,,,,,
22149,Finolhu,Finolhu,,,,,
22159,Amanpuri,Amanpuri,,,,,
22166,Soneva Fushi,Soneva Fushi,,,,,
22175,Niraamaya Retreats Surya Samudra Kovalam,Niraamaya Retreats Surya Samudra Kovalam,,,,,
22176,NH Collection Maldives Havodda Resort,NH Collection Maldives Havodda Resort,,,,,
22177,Mpingo Ridge Lodge,Mpingo Ridge Lodge,,,,,
22178,Le K2 Palace / Altitude,Le K2 Palace / Altitude,,,,,
22179,La Sivolière,La Sivolière,,,,,
22181,Jumeirah at Saadiyat Island Resort,Jumeirah at Saadiyat Island Resort,,,,,
22195,Alila Hinu Bay,Alila Hinu Bay,,,,,
22347,statek Royal Caribbean Cruises,statek Royal Caribbean Cruises,,,,,
18147,Mövenpick Resort Kuredhivaru Maldives,Mövenpick Resort Kuredhivaru Maldives,,,,Malediwy,MV
18327,"Taj Exotica Resort & Spa, South Male Atoll, Malediwy,",Taj Exotica Resort & Spa,South Male Atoll,,,Malediwy,MV
21455,"Melia Durres Albania, Durres, Albania",Melia Durres Albania,,,Durres,Albania,AL 
21474,"Cap Juluca, A Belmond Hotel, Anguilla, Anguilla",Cap Juluca,A Belmond Hotel,,Anguilla,Anguilla,AI
15830,"Quark Expeditions, Antarktyda",Quark Expeditions,,,,Antarktyda,AQ
16181,"rejs Magellan Explorer, Antarktyda",rejs Magellan Explorer,,,,Antarktyda,AQ
21449,"Scenic Eclipse, Scenic Cruises, Antarktyda",Scenic Eclipse,Scenic Cruises,,,Antarktyda,AQ
15859,"Jumby Bay Island, Antigua i Barbuda",Jumby Bay Island,,,,Antigua i Barbuda,AG
15845,"Our Habitas AlUla Al-Ula, Arabia Saudyjska",Our Habitas AlUla Al-Ula,,,,Arabia Saudyjska,SA
15829,"Radisson Blu Hotel Jeddah Plaza, Jeddah, Arabia Saudyjska",Radisson Blu Hotel Jeddah Plaza,,,Jeddah,Arabia Saudyjska,SA
21306,"Shangri-La Jeddah, Jeddah, Arabia Saudyjska",Shangri-La Jeddah,,,Jeddah,Arabia Saudyjska,SA
22349,"Six Senses Southern Dunes, The Red Sea, Arabia Saudyjska",Six Senses Southern Dunes,,,The Red Sea,Arabia Saudyjska,SA
15834,"przeloty i zakwaterowania wg programu dla 4 osób, ARGENTYNA",przeloty i zakwaterowania wg programu dla 4 osób,,,,ARGENTYNA,AR
21466,"Hosteria El Penon, Antofagasta, Argentyna",Hosteria El Penon,,,Antofagasta,Argentyna,AR
15856,"Llao Llao Hotel, Bariloche, Argentyna",Llao Llao Hotel,,,Bariloche,Argentyna,AR
15836,"Plaza Hotel Buenos Aires, Buenos Aires, Argentyna",Plaza Hotel Buenos Aires,,,Buenos Aires,Argentyna,AR
15843,"Palacio Duhau - Park Hyatt Buenos Aires, Buenos Aires, Argentyna",Palacio Duhau - Park Hyatt Buenos Aires,,,Buenos Aires,Argentyna,AR
15860,"InterContinental Buenos Aires, an IHG Hotel, Buenos Aires, Argentyna",InterContinental Buenos Aires,an IHG Hotel,,Buenos Aires,Argentyna,AR
15877,"Estancia La Bamba De Areco, Buenos Aires, Argentyna",Estancia La Bamba De Areco,,,Buenos Aires,Argentyna,AR
15904,"Alvear Palace, Buenos Aires, Argentyna",Alvear Palace,,,Buenos Aires,Argentyna,AR
15905,"Alvear Palace Hotel, Buenos Aires, Argentyna",Alvear Palace Hotel,,,Buenos Aires,Argentyna,AR
15906,"Alvear Icon Hotel, Buenos Aires, Argentyna",Alvear Icon Hotel,,,Buenos Aires,Argentyna,AR
16026,"Savoy Hotel, Buenos Aires, Argentyna",Savoy Hotel,,,Buenos Aires,Argentyna,AR
16225,"CasaSur Recoleta Hotel, Buenos Aires, Argentyna",CasaSur Recoleta Hotel,,,Buenos Aires,Argentyna,AR
18973,"Faena Hotel Buenos Aires, Buenos Aires, Argentyna",Faena Hotel Buenos Aires,,,Buenos Aires,Argentyna,AR
21445,"Sofitel Buenos Aires Recoleta, Buenos Aires, Argentyna",Sofitel Buenos Aires Recoleta,,,Buenos Aires,Argentyna,AR
21446,"SLS Buenos Aires Puerto Madero, Buenos Aires, Argentyna",SLS Buenos Aires Puerto Madero,,,Buenos Aires,Argentyna,AR
21456,"Loi Suites Recoleta Hotel, Buenos Aires, Argentyna",Loi Suites Recoleta Hotel,,,Buenos Aires,Argentyna,AR
15835,"Posada Los Alamos, Calafate, Argentyna",Posada Los Alamos,,,Calafate,Argentyna,AR
16050,"Los Sauces Casa Patagonica, Calafate, Argentyna",Los Sauces Casa Patagonica,,,Calafate,Argentyna,AR
15880,"El Calafate - M/V Santa Cruz, El Cafalete, Argentyna",El Calafate - M/V Santa Cruz,,,El Cafalete,Argentyna,AR
16185,"Posada Hotel Posada Los Alamos, El Calafate, Argentyna",Posada Hotel Posada Los Alamos,,,El Calafate,Argentyna,AR
18974,"EOLO - Patagonia´s Spirit, El Kafalete, Argentyna",EOLO - Patagonia´s Spirit,,,El Kafalete,Argentyna,AR
15801,"The Sheraton Iguazu Resort & Spa, Iguazu, Argentyna",The Sheraton Iguazu Resort & Spa,,,Iguazu,Argentyna,AR
15822,"Sheraton Iguazu Resort & Spa, Iguazu, Argentyna",Sheraton Iguazu Resort & Spa,,,Iguazu,Argentyna,AR
15869,"Grand Melia Iguazu Resort, Iguazu, Argentyna",Grand Melia Iguazu Resort,,,Iguazu,Argentyna,AR
15898,"Awasi Iguazu, Iguazu, Argentyna",Awasi Iguazu,,,Iguazu,Argentyna,AR
16052,"Loi Suites Iguazu Hotel, Iguazu, Argentyna",Loi Suites Iguazu Hotel,,,Iguazu,Argentyna,AR
15876,"Estancia Santa Rita, Lobos, Argentyna",Estancia Santa Rita,,,Lobos,Argentyna,AR
15840,"Park Hyatt Mendoza, Mendoza, Argentyna",Park Hyatt Mendoza,,,Mendoza,Argentyna,AR
15878,"Entre Cielos Luxury Wine Hotel & Spa, Mendoza, Argentyna",Entre Cielos Luxury Wine Hotel & Spa,,,Mendoza,Argentyna,AR
15891,"Casa Petrini, Tupungato, Mendoza, Argentyna",Casa Petrini,Tupungato,,Mendoza,Argentyna,AR
15892,"Casa de Uco Vineyards & Wine Resort, Mendoza, Argentyna",Casa de Uco Vineyards & Wine Resort,,,Mendoza,Argentyna,AR
15797,"Xelena Hotel & Suites, Patagonia, Argentyna",Xelena Hotel & Suites,,,Patagonia,Argentyna,AR
15862,"Hotel Kosten Aike, Patagonia, Argentyna",Hotel Kosten Aike,,,Patagonia,Argentyna,AR
15864,"Hotel Eolo Patagonia's Spirit Relais & Chateaux, Patagonia, Argentyna",Hotel Eolo Patagonia's Spirit Relais & Chateaux,,,Patagonia,Argentyna,AR
15875,"Explora Patagonia Hotel Salto Chico, Patagonia, Argentyna",Explora Patagonia Hotel Salto Chico,,,Patagonia,Argentyna,AR
21464,"Hotel El Manantial del Silencio, Purmamarca, Argentyna",Hotel El Manantial del Silencio,,,Purmamarca,Argentyna,AR
21461,"Hotel Solar de la Plaza, Salta, Argentyna",Hotel Solar de la Plaza,,,Salta,Argentyna,AR
21442,"Xelena Hotel & Suites, Santa Cruz, Argentyna",Xelena Hotel & Suites,,,Santa Cruz,Argentyna,AR
15907,"Altos Ushuaia Hotel & Resto, Tierra del Fuego, Argentyna",Altos Ushuaia Hotel & Resto,,,Tierra del Fuego,Argentyna,AR
21481,"Altalaluna Hotel Boutique & Spa, Tolombon, Argentyna",Altalaluna Hotel Boutique & Spa,,,Tolombon,Argentyna,AR
16051,"Los Cauquenes Resort & Spa - Ushuaia, Ushuaia, Argentyna",Los Cauquenes Resort & Spa - Ushuaia,,,Ushuaia,Argentyna,AR
15896,"Bucuti & Tara Beach Resort, Aruba",Bucuti & Tara Beach Resort,,,,Aruba,AW
22146,"Hilton Aruba Caribbean Resort, Aruba",Hilton Aruba Caribbean Resort,,,,Aruba,AW
15819,"Skycity Darwin Hotel, Australia",Skycity Darwin Hotel,,,,Australia,AU
20358,"Palm Cove, Australia",Palm Cove,,,,Australia,AU
19758,"Longitude 131, Aires Rock, Australia",Longitude 131,,,Aires Rock,Australia,AU
15893,"Captain's at the Bay, Apollo Bay, Australia",Captain's at the Bay,,,Apollo Bay,Australia,AU
21188,"The Grand by SkyCity, Auckland, Australia",The Grand by SkyCity,,,Auckland,Australia,AU
15855,"Longitude 131, Ayers Rock, Australia",Longitude 131,,,Ayers Rock,Australia,AU
15882,"Desert Gardens, Ayers Rock, Australia",Desert Gardens,,,Ayers Rock,Australia,AU
15883,"Desert Gardens Hotel - Ayers Rock Resort , Ayers Rock, Australia",Desert Gardens Hotel - Ayers Rock Resort,,,Ayers Rock,Australia,AU
15806,"The Louise, Barossa, Australia",The Louise,,,Barossa,Australia,AU
15807,"The Louise Hotel, Barossa Valley, Australia",The Louise Hotel,,,Barossa Valley,Australia,AU
18897,"Emporium Hotel South Bank, Brisbane, Australia",Emporium Hotel South Bank,,,Brisbane,Australia,AU
15820,"Silky Oaks Lodge, Daintree, Australia",Silky Oaks Lodge,,,Daintree,Australia,AU
15821,"Silky Oaks Lodge, Daintree National Park, Australia",Silky Oaks Lodge,,,Daintree National Park,Australia,AU
15901,"Arkaba, Flinders Ranges, Australia",Arkaba,,,Flinders Ranges,Australia,AU
15887,"Country Plaza Halls Gap, Halls Gap, Australia",Country Plaza Halls Gap,,,Halls Gap,Australia,AU
15848,"One&Only Hayman Island, Hayman Island, Australia",One&Only Hayman Island,,,Hayman Island,Australia,AU
15817,"Southern Ocean Lodge , Kangaroo Island,  Australia",Southern Ocean Lodge,,,Kangaroo Island,Australia,AU
15826,"Seascape Lodge on Emu Bay, Kangoroo Island, Australia",Seascape Lodge on Emu Bay,,,Kangoroo Island,Australia,AU
19759,"Lizard Island, Lizard Island, Australia",Lizard Island,,,Lizard Island,Australia,AU
15894,"Capella Lodge, Lord Howe, Australia",Capella Lodge,,,Lord Howe,Australia,AU
15798,"voco Melbourne Central, an IHG Hotel, Melbourne, Australia",voco Melbourne Central,an IHG Hotel,,Melbourne,Australia,AU
15804,"The Ritz Carlton, Melbourne, Melbourne, Australia",The Ritz Carlton,Melbourne,,Melbourne,Australia,AU
15809,"The Langham, Melbourne, Melbourne, Australia",The Langham,Melbourne,,Melbourne,Australia,AU
15841,"Park Hyatt Melbourne, Melbourne, Australia",Park Hyatt Melbourne,,,Melbourne,Australia,AU
15852,"Mercure Melbourne Treasury Gardens, Melbourne, Australia",Mercure Melbourne Treasury Gardens,,,Melbourne,Australia,AU
15853,"Melbourne Marriott Hotel, Melbourne, Australia",Melbourne Marriott Hotel,,,Melbourne,Australia,AU
15867,"Holiday Inn Melbourne Airport, an IHG Hotel, Melbourne, Australia",Holiday Inn Melbourne Airport,an IHG Hotel,,Melbourne,Australia,AU
15885,"Crown Towers Melbourne, Melbourne, Australia",Crown Towers Melbourne,,,Melbourne,Australia,AU
15886,"Crown Promenade Melbourne, Melbourne, Australia",Crown Promenade Melbourne,,,Melbourne,Australia,AU
15890,"Clarion Suite Gateway, Melbourne, Australia",Clarion Suite Gateway,,,Melbourne,Australia,AU
15846,"Orpheus Island Lodge, Orpheus Island, Australia",Orpheus Island Lodge,,,Orpheus Island,Australia,AU
15858,"Kewarra Beach Resort, Palm Cove, Australia",Kewarra Beach Resort,,,Palm Cove,Australia,AU
15816,"Southern Ocean Villas, Port Cambel, Australia",Southern Ocean Villas,,,Port Cambel,Australia,AU
15813,"Thala Beach Nature Reserve, Port Douglas, Australia",Thala Beach Nature Reserve,,,Port Douglas,Australia,AU
15823,"Sheraton Grand Mirage Resort, Port Douglas, Port Douglas, Australia",Sheraton Grand Mirage Resort,Port Douglas,,Port Douglas,Australia,AU
15824,"Shantara Resort Port Douglas, Port Douglas, Australia",Shantara Resort Port Douglas,,,Port Douglas,Australia,AU
15833,"Pullman Port Douglas Sea Temple, Port Douglas, Australia",Pullman Port Douglas Sea Temple,,,Port Douglas,Australia,AU
15850,"Oaks Port Douglas Resort, Port Douglas, Australia",Oaks Port Douglas Resort,,,Port Douglas,Australia,AU
15889,"Coconut Grove Port Douglas - Luxury Appartments, Port Douglas, Australia",Coconut Grove Port Douglas - Luxury Appartments,,,Port Douglas,Australia,AU
18877,"Port Douglas Peninsula Boutique Hotel, Port douglas, Australia",Port Douglas Peninsula Boutique Hotel,,,Port douglas,Australia,AU
19749,"Pullman Port Douglas Sea Temple Resort and Spa, Port Douglas, Australia",Pullman Port Douglas Sea Temple Resort and Spa,,,Port Douglas,Australia,AU
15799,"The Victoria Apartments, Port Fairy, Australia",The Victoria Apartments,,,Port Fairy,Australia,AU
18889,"Hotel St Moritz, Queenstown, Australia",Hotel St Moritz,,,Queenstown,Australia,AU
21447,"Shangri-La Sydney, Sidney, Australia",Shangri-La Sydney,,,Sidney,Australia,AU
20353,"Sydney, Australia",,,,Sydney,Australia,AU
15808,"The Langham, Sydney, Australia",The Langham,,,Sydney,Australia,AU
15810,"The Grace Sydney, Sydney, Australia",The Grace Sydney,,,Sydney,Australia,AU
15825,"Shangri-La Sydney, Sydney, Australia",Shangri-La Sydney,,,Sydney,Australia,AU
15837,"Pier One Sydney Harbour, Autograph Collection, Sydney, Australia",Pier One Sydney Harbour,Autograph Collection,,Sydney,Australia,AU
15838,"PARKROYAL Darling Harbour, Sydney, Australia",PARKROYAL Darling Harbour,,,Sydney,Australia,AU
15839,"Park Hyatt Sydney, Sydney, Australia",Park Hyatt Sydney,,,Sydney,Australia,AU
15872,"Four Seasons Hotel Sydney, Sydney, Australia",Four Seasons Hotel Sydney,,,Sydney,Australia,AU
15903,"Amora Hotel Jamison Sydney, Sydney, Australia",Amora Hotel Jamison Sydney,,,Sydney,Australia,AU
18879,"Ovolo Woolloomooloo, Sydney, Australia",Ovolo Woolloomooloo,,,Sydney,Australia,AU
19776,"Bamurru Plains, Top End, Australia",Bamurru Plains,,,Top End,Australia,AU
21190,"Luxury Tent, Uluru, Australia",Luxury Tent,,,Uluru,Australia,AU
15827,"Sails in the Desert, Uluru-Kata Tjuta National Park, Australia",Sails in the Desert,,,Uluru-Kata Tjuta National Park,Australia,AU
15844,"Outback Hotel & Lodge, Uluru-Kata Tjuta National Park, Australia",Outback Hotel & Lodge,,,Uluru-Kata Tjuta National Park,Australia,AU
15854,"Longitude 131, Uluru-Kata Tjuta National Park, Australia",Longitude 131,,,Uluru-Kata Tjuta National Park,Australia,AU
15879,"Emirates One&Only Wolgan Valley, Wolgan Valley, Australia",Emirates One&Only Wolgan Valley,,,Wolgan Valley,Australia,AU
15870,"Grand Hyatt Melbourne, Melbourne, Austrialia",Grand Hyatt Melbourne,,,Melbourne,Australia,AU
18871,"Shangri-La Sydney, Sydney, Austrialia",Shangri-La Sydney,,,Sydney,Australia,AU
15884,"Dachsteinkonig – Familux Resort, Gosau, Austria",Dachsteinkonig – Familux Resort,,,Gosau,Austria,AT
15927,"Augarten Art Hotel, Graz, Austria",Augarten Art Hotel,,,Graz,Austria,AT
15919,"Falkensteiner Hotel Sonnenalpe, Karyntia, Austria",Falkensteiner Hotel Sonnenalpe,,,Karyntia,Austria,AT
15922,"Falkensteiner Hotel & Spa Carinzia, Karyntia, Austria",Falkensteiner Hotel & Spa Carinzia,,,Karyntia,Austria,AT
15948,"Chalet Foxhole, Kitzbuhel, Austria",Chalet Foxhole,,,Kitzbuhel,Austria,AT
21479,"Aurelio Hotel & Chalet Lech, Lech, Austria",Aurelio Hotel & Chalet Lech,,,Lech,Austria,AT
15857,"Kristiania Lech, Lech Am Arlberg, Austria",Kristiania Lech,,,Lech Am Arlberg,Austria,AT
22145,"Hotel Das Seekarhaus, Obertauern, Austria",Hotel Das Seekarhaus,,,Obertauern,Austria,AT
15924,"Das Edelweiss - Salzburg Mountain Resort, Salzburg, Austria",Das Edelweiss - Salzburg Mountain Resort,,,Salzburg,Austria,AT
21472,"Das Edelweiss Salzburg Mountain Resort, Salzburg, Austria",Das Edelweiss Salzburg Mountain Resort,,,Salzburg,Austria,AT
15920,"Falkensteiner Hotel Schladming, Schladming, Austria",Falkensteiner Hotel Schladming,,,Schladming,Austria,AT
15921,"Falkensteiner Hotel & Spa Carinzia, Tropolach, Austria",Falkensteiner Hotel & Spa Carinzia,,,Tropolach,Austria,AT
15916,"Kempinski Hotel Das Tirol, Kitzbuhel, Tyrol, Austria",Kempinski Hotel Das Tirol,Kitzbuhel,,Tyrol,Austria,AT
15917,"Hotel Trofana Royal, Tyrol, Austria",Hotel Trofana Royal,,,Tyrol,Austria,AT
15918,"Hotel Berghof Crystal Spa & Sports, Tyrol, Austria",Hotel Berghof Crystal Spa & Sports,,,Tyrol,Austria,AT
15923,"DasPosthotel, Tyrol, Austria",DasPosthotel,,,Tyrol,Austria,AT
15925,"Das Central Alpine Luxury Life Solden, Tyrol, Austria",Das Central Alpine Luxury Life Solden,,,Tyrol,Austria,AT
15926,"Bergland Soelden Design- und Wellnesshotel, Tyrol, Austria",Bergland Soelden Design- und Wellnesshotel,,,Tyrol,Austria,AT
15928,"Alpine Resort Sportalm, Tyrol, Austria",Alpine Resort Sportalm,,,Tyrol,Austria,AT
15929,"Das Ronacher - Thermal Spa Hotel, Tyrol, Austria",Das Ronacher - Thermal Spa Hotel,,,Tyrol,Austria,AT
15937,"Schlosshotel Fiss, Tyrol, Austria",Schlosshotel Fiss,,,Tyrol,Austria,AT
15939,"Rieser - Achensee Resort, Tyrol, Austria",Rieser - Achensee Resort,,,Tyrol,Austria,AT
15950,"A-Rosa Kitzbuhel, Kitzbuhel, Tyrol, Austria",A-Rosa Kitzbuhel,Kitzbuhel,,Tyrol,Austria,AT
21326,"Hotel Das Central, Tyrol, Austria",Hotel Das Central,,,Tyrol,Austria,AT
21450,"Relais & Chateaux Spa Hotel Jagdhof, Tyrol, Austria",Relais & Chateaux Spa Hotel Jagdhof,,,Tyrol,Austria,AT
15936,"voco Villach, an IHG Hotel, Villach, Austria",voco Villach,an IHG Hotel,,Villach,Austria,AT
15946,"Falkensteiner Hotel Montafon, Vorarlberg, Austria",Falkensteiner Hotel Montafon,,,Vorarlberg,Austria,AT
15938,"Rosewood Vienna, Wiedeń, Austria",Rosewood Vienna,,,Wiedeń,Austria,AT
15940,"Park Hyatt Vienna Hotel, Wiedeń, Austria",Park Hyatt Vienna Hotel,,,Wiedeń,Austria,AT
15941,"Palais Hansen Kempiński Vienna, Wiedeń, Austria",Palais Hansen Kempiński Vienna,,,Wiedeń,Austria,AT
15942,"InterContinental Vienna an IHG Hotel, Wiedeń, Austria",InterContinental Vienna an IHG Hotel,,,Wiedeń,Austria,AT
15944,"Hotel NH Vienna Airport Conference Center, Wiedeń, Austria",Hotel NH Vienna Airport Conference Center,,,Wiedeń,Austria,AT
15945,"Hotel Bristol, a Luxury Collection Hotel, Vienna, Wiedeń, Austria",Hotel Bristol,"a Luxury Collection Hotel, Vienna",,Wiedeń,Austria,AT
21313,"Park Hyatt Vienna, Wiedeń, Austria",Park Hyatt Vienna,,,Wiedeń,Austria,AT
21462,"Hotel Sacher Vienna, Wiedeń, Austria",Hotel Sacher Vienna,,,Wiedeń,Austria,AT
15943,"Hotel Sacher Wien, Wiedeń Austria",Hotel Sacher Wien,,,Wiedeń,Austria,AT
16837,"Hilton Garden Inn Wiener Neustadt, Wiener Neustadt, Austria",Hilton Garden Inn Wiener Neustadt,,,Wiener Neustadt,Austria,AT
16009,"Villa Bahamas, Bahamy",Villa Bahamas,,,,Bahamy,BS
16029,"Sandals Royal Bahamian, Nassau, Bahamy",Sandals Royal Bahamian,,,Nassau,Bahamy,BS
16038,"Rosewood Baha Mar, Nassau, Bahamy",Rosewood Baha Mar,,,Nassau,Bahamy,BS
21968,"The Ocean Club, A Four Seasons Resort, Bahamas, Nassau, Bahamy",The Ocean Club,"A Four Seasons Resort, Bahamas",,Nassau,Bahamy,BS
16013,"Tiamo Resort, South Andros, Bahamy",Tiamo Resort,,,South Andros,Bahamy,BS
15828,"Ritz-Carlton Bahrain, Manama, Bahrain",Ritz-Carlton Bahrain,,,Manama,Bahrain,BH
16030,"Sandals Barbados, Barbados",Sandals Barbados,,,,Barbados,BB
21443,"Wyndham Grand Barbados Sam Lords Castle All Inclusive Resort, Bridgetown, Barbados",Wyndham Grand Barbados Sam Lords Castle All Inclusive Resort,,,Bridgetown,Barbados,BB
20166,"Sandals Royal Barbados, St.Lawrens Gap, Barbados",Sandals Royal Barbados,,,St.Lawrens Gap,Barbados,BB
17810,"The Ritz-Carlton Yacht Collection, Barbados, Karaiby",The Ritz-Carlton Yacht Collection,,Karaiby,,Barbados,BB
17814,"Silversea, Silver Nova, Barbados, Karaiby",Silversea,Silver Nova,Karaiby,,Barbados,BB
16036,"Royal Windsor Hotel Grand Place, Bruksela, Belgia",Royal Windsor Hotel Grand Place,,,Bruksela,Belgia,BE
16075,"Citadines Apart’hotel Sainte-Catherine Brussels, Bruksela, Belgia",Citadines Apart’hotel Sainte-Catherine Brussels,,,Bruksela,Belgia,BE
18822,"Hotel Amigo, Bruksela, Belgia",Hotel Amigo,,,Bruksela,Belgia,BE
16021,"Six Senses Bumthang, Chengdu, Bhutan",Six Senses Bumthang,,,Chengdu,Bhutan,BT
16068,"Gangtey Lodge Bhutan, Gangtey, Bhutan",Gangtey Lodge Bhutan,,,Gangtey,Bhutan,BT
16080,"Bhutan Spirit Sanctuary, Paro, Bhutan",Bhutan Spirit Sanctuary,,,Paro,Bhutan,BT
17308,"Le Meridien Paro Riverfront, Paro, Bhutan",Le Meridien Paro Riverfront,,,Paro,Bhutan,BT
18836,"Amankora, Paro, Bhutan",Amankora,,,Paro,Bhutan,BT
16074,"COMO Uma Punakha, Punakha, Bhutan",COMO Uma Punakha,,,Punakha,Bhutan,BT
17320,"Dhensa Boutique Resort, Punakha, Bhutan",Dhensa Boutique Resort,,,Punakha,Bhutan,BT
16022,"Six Senses Bhutan, Thimphu, Bhutan",Six Senses Bhutan,,,Thimphu,Bhutan,BT
17307,"Le Meridien Thimphu,  Thimphu, Bhutan",Le Meridien Thimphu,,,Thimphu,Bhutan,BT
18835,"Amankora, Thimphu, Bhutan",Amankora,,,Thimphu,Bhutan,BT
18881,"NOWA ZELANDIA, bilety lotnicze",NOWA ZELANDIA,,,,bilety lotnicze,
