ID Pipedrive,Full Name,Hotel,Atribute,Region,City,Country,ISO
15818,"Sofitel Tahiti Maeva Beach Resort, Tahiti, Francja",Sofitel Tahiti Maeva Beach Resort,,,Tahiti,Francja,FR
16805,"Miramar Beach Hotel & Spa, Theoule-sur-Mer, Francja",Miramar Beach Hotel & Spa,,,Theoule-sur-Mer,Francja,FR
16802,"Residences Village Montana by Les Etincelles, Tignes, Francja",Residences Village Montana by Les Etincelles,,,Tignes,Francja,FR
22191,"Chateau Belmont, Tours, Francja",Chateau Belmont,,,Tours,Francja,FR
16674,"Manoir de Lan Kerellec, Trebeurden, Francja",Manoir de Lan Kerellec,,,Trebeurden,Francja,FR
16823,"Hotel Mont-Blanc, Val D’Isere, Francja",Hotel Mont-Blanc,,,Val D’Isere,Francja,FR
16816,"L'Aigle des Neiges, Val D'Isere, Francja",L'Aigle des Neiges,,,Val D'Isere,Francja,FR
16828,"Hotel Le Brussel's, Val d'Isere, Francja",Hotel Le Brussel's,,,Val d'Isere,Francja,FR
16829,"Hotel Le Blizzard, Val d'Isere, Francja",Hotel Le Blizzard,,,Val d'Isere,Francja,FR
16834,"Hotel Christiania, Val D'Isere, Francja",Hotel Christiania,,,Val D'Isere,Francja,FR
19657,"Hotel Christiania, Val dʼIsere, Francja",Hotel Christiania,,,Val dʼIsere,Francja,FR
16814,"Le Fitz Roy, Val Thorens, Francja",Le Fitz Roy,,,Val Thorens,Francja,FR
16826,"Hotel Le Pashmina, Val Thorens, Francja",Hotel Le Pashmina,,,Val Thorens,Francja,FR
16831,"Hotel Koh-I Nor by Les Etincelles, Val Thorens, Francja",Hotel Koh-I Nor by Les Etincelles,,,Val Thorens,Francja,FR
16848,"Altapura, Val Thorens, Francja",Altapura,,,Val Thorens,Francja,FR
21538,"Hotel les Barmes de l'Ours, Val-d'Isere, Francja",Hotel les Barmes de l'Ours,,,Val-d'Isere,Francja,FR
21539,"Hotel Le K2 Chogori, Val-d'Isere, Francja",Hotel Le K2 Chogori,,,Val-d'Isere,Francja,FR
16795,"Waldorf Astoria Versailles - Trianon Palace, Wersal, Francja",Waldorf Astoria Versailles - Trianon Palace,,,Wersal,Francja,FR
16973,Peoloponez The Romanos 5*LUX,Peoloponez The Romanos 5*LUX,,Peoloponez,,Grecja,GR
21523,"The Ritz-Carlton Yacht Collection, Grecja",The Ritz-Carlton Yacht Collection,,,,Grecja,GR
16863,"Four Seasons Astir Palace Hotel Athens, Ateny, Grecja",Four Seasons Astir Palace Hotel Athens,,,Ateny,Grecja,GR
16864,"Electra Metropolis Athens, Ateny, Grecja",Electra Metropolis Athens,,,Ateny,Grecja,GR
16871,"xenodocheio Milos, Ateny, Grecja",xenodocheio Milos,,,Ateny,Grecja,GR
16872,"Sofitel Athens Airport, Ateny, Grecja",Sofitel Athens Airport,,,Ateny,Grecja,GR
16874,"Radisson Blu Park Hotel, Athens, Ateny, Grecja",Radisson Blu Park Hotel,Athens,,Ateny,Grecja,GR
16875,"NJV Athens Plaza, Ateny, Grecja",NJV Athens Plaza,,,Ateny,Grecja,GR
16878,"Life Gallery athens hotel, Ateny, Grecja",Life Gallery athens hotel,,,Ateny,Grecja,GR
16879,"King George a Luxury Collection Hotel, Ateny, Grecja",King George a Luxury Collection Hotel,,,Ateny,Grecja,GR
16882,"Hotel Grande Bretagne a Luxury Collection Hotel, Ateny, Grecja",Hotel Grande Bretagne a Luxury Collection Hotel,,,Ateny,Grecja,GR
16883,"Grecotel Cape Sounio, Ateny, Grecja",Grecotel Cape Sounio,,,Ateny,Grecja,GR
16884,"Fresh Hotel, Ateny, Grecja",Fresh Hotel,,,Ateny,Grecja,GR
16991,"Electra Palace Athens, Ateny, Grecja",Electra Palace Athens,,,Ateny,Grecja,GR
17011,"Divani Caravel Hotel, Ateny, Grecja",Divani Caravel Hotel,,,Ateny,Grecja,GR
17012,"Divani Apollon Palace & Thalasso, Ateny, Grecja",Divani Apollon Palace & Thalasso,,,Ateny,Grecja,GR
17061,"Athens Marriott Hotel, Ateny, Grecja",Athens Marriott Hotel,,,Ateny,Grecja,GR
21312,"Perianth Hotel, Ateny, Grecja",Perianth Hotel,,,Ateny,Grecja,GR
21522,"The Stanley Hotel Athens, Ateny, Grecja",The Stanley Hotel Athens,,,Ateny,Grecja,GR
21530,"One&Only Aesthesis, Ateny, Grecja",One&Only Aesthesis,,,Ateny,Grecja,GR
21547,"Athens Capital Center Hotel - MGallery Collection, Ateny, Grecja",Athens Capital Center Hotel - MGallery Collection,,,Ateny,Grecja,GR
21548,"A77 Suites, Ateny, Grecja",A77 Suites,,,Ateny,Grecja,GR
21552,"Wyndham Grand Athens, Ateny, Grecja",Wyndham Grand Athens,,,Ateny,Grecja,GR
21558,"Nyx Esperia Palace Hotel Athens, Ateny, Grecja",Nyx Esperia Palace Hotel Athens,,,Ateny,Grecja,GR
21561,"Grand Hyatt Athens, Ateny, Grecja",Grand Hyatt Athens,,,Ateny,Grecja,GR
16877,"Miraggio Thermal Spa Resort, Chalkidiki, Grecja",Miraggio Thermal Spa Resort,,,Chalkidiki,Grecja,GR
16880,"Ikos Olivia, Chalkidiki, Grecja",Ikos Olivia,,,Chalkidiki,Grecja,GR
16881,"Ikos Oceania, Chalkidiki, Grecja",Ikos Oceania,,,Chalkidiki,Grecja,GR
16886,"Eagles Villas, Chalkidiki, Grecja",Eagles Villas,,,Chalkidiki,Grecja,GR
16887,"Eagle Palace, Chalkidiki, Grecja",Eagle Palace,,,Chalkidiki,Grecja,GR
16888,"Danai Beach Resort And Villas, Chalkidiki, Grecja",Danai Beach Resort And Villas,,,Chalkidiki,Grecja,GR
16890,"Avaton Luxury Beach Resort - Relais & Chateaux, Chalkidiki, Grecja",Avaton Luxury Beach Resort - Relais & Chateaux,,,Chalkidiki,Grecja,GR
16897,"The Danai Halkidiki, Chalkidiki, Grecja",The Danai Halkidiki,,,Chalkidiki,Grecja,GR
16898,"Sani Resort, Chalkidiki, Grecja",Sani Resort,,,Chalkidiki,Grecja,GR
16899,"Sani Dunes, Chalkidiki, Grecja",Sani Dunes,,,Chalkidiki,Grecja,GR
16900,"Sani Club, Chalkidiki, Grecja",Sani Club,,,Chalkidiki,Grecja,GR
16901,"Sani Beach, Chalkidiki, Grecja",Sani Beach,,,Chalkidiki,Grecja,GR
16902,"Porto Sani, Chalkidiki, Grecja",Porto Sani,,,Chalkidiki,Grecja,GR
21555,"The Danai, Chalkidiki, Grecja",The Danai,,,Chalkidiki,Grecja,GR
21566,"Ammoa Luxury Hotel & Spa Resort, Chalkidiki, Grecja",Ammoa Luxury Hotel & Spa Resort,,,Chalkidiki,Grecja,GR
21553,"W Costa Navarino, Costa Navarino, Grecja",W Costa Navarino,,,Costa Navarino,Grecja,GR
21554,"The Romanos, a Luxury Collection Resort, Costa Navarino, Costa Navarino, Grecja",The Romanos,"a Luxury Collection Resort, Costa Navarino",,Costa Navarino,Grecja,GR
21560,"Mandarin Oriental Costa Navarino, Costa Navarino, Grecja",Mandarin Oriental Costa Navarino,,,Costa Navarino,Grecja,GR
16908,"Club Med. Gregolimano, Eubea, Grecja",Club Med. Gregolimano,,,Eubea,Grecja,GR
16904,"Eagle Palace, Halkidiki, Grecja",Eagle Palace,,,Halkidiki,Grecja,GR
16903,"Liostasi & Suite, Ios, Grecja",Liostasi & Suite,,,Ios,Grecja,GR
21564,"Calilo, Ios, Grecja",Calilo,,,Ios,Grecja,GR
16907,"Daios Cove Luxury Resort & Villas, Itaka, Grecja",Daios Cove Luxury Resort & Villas,,,Itaka,Grecja,GR
21557,"One&Only Kea Island, Kea, Grecja",One&Only Kea Island,,,Kea,Grecja,GR
16905,"Domes of Corfu, Korfu, Grecja",Domes of Corfu,,,Korfu,Grecja,GR
16906,"Domes Miramare, a Luxury Collection Resort, Korfu, Grecja",Domes Miramare,a Luxury Collection Resort,,Korfu,Grecja,GR
16909,"Angsana Corfu Resort & Spa, Korfu, Grecja",Angsana Corfu Resort & Spa,,,Korfu,Grecja,GR
16912,"MarBella Mar-Bella Collection, Korfu, Grecja",MarBella Mar-Bella Collection,,,Korfu,Grecja,GR
16913,"Ikos Odisia, Korfu, Grecja",Ikos Odisia,,,Korfu,Grecja,GR
16914,"Ikos Dassia, Korfu, Grecja",Ikos Dassia,,,Korfu,Grecja,GR
16916,"Grecotel Corfu Imperial, Korfu, Grecja",Grecotel Corfu Imperial,,,Korfu,Grecja,GR
21573,"MarBella, Mar-Bella Collection, Korfu, Grecja",MarBella,Mar-Bella Collection,,Korfu,Grecja,GR
16911,"OKU Kos, Kos, Grecja",OKU Kos,,,Kos,Grecja,GR
16915,"Ikos Aria, Kos, Grecja",Ikos Aria,,,Kos,Grecja,GR
17031,"Diamond Boutique Hotel, Kos, Grecja",Diamond Boutique Hotel,,,Kos,Grecja,GR
21577,"Grecotel LUXME Kos Imperial, Kos, Grecja",Grecotel LUXME Kos Imperial,,,Kos,Grecja,GR
16885,"Elounda Gulf Villas, Kreta, Grecja",Elounda Gulf Villas,,,Kreta,Grecja,GR
16918,"Daios Cove Luxury Resort & Villas, Kreta, Grecja",Daios Cove Luxury Resort & Villas,,,Kreta,Grecja,GR
16919,"Chia Laguna, Kreta,  Grecja",Chia Laguna,,,Kreta,Grecja,GR
16920,"Cayo Exclusive Resort & Spa, Kreta, Grecja",Cayo Exclusive Resort & Spa,,,Kreta,Grecja,GR
16921,"Blou Palace a Luxury Collection Resort, Kreta, Grecja",Blou Palace a Luxury Collection Resort,,,Kreta,Grecja,GR
16922,"Avra Imperial Rooms & Suites, Kreta, Grecja",Avra Imperial Rooms & Suites,,,Kreta,Grecja,GR
16923,"Acro Suites Resort & Villas, Kreta, Grecja",Acro Suites Resort & Villas,,,Kreta,Grecja,GR
16924,"Abaton Island Resort & Spa, Kreta, Grecja",Abaton Island Resort & Spa,,,Kreta,Grecja,GR
16925,"Elounda Gulf Villas - Villas & Suites, Kreta, Grecja",Elounda Gulf Villas - Villas & Suites,,,Kreta,Grecja,GR
16926,"Elounda Beach Hotel & Villas, Kreta, Grecja",Elounda Beach Hotel & Villas,,,Kreta,Grecja,GR
16927,"Elounda Bay Palace Hotel,  Kreta, Grecja",Elounda Bay Palace Hotel,,,Kreta,Grecja,GR
16928,"Domes Zeen Chania, a Luxury Collection Resort, Kreta, Grecja",Domes Zeen Chania,a Luxury Collection Resort,,Kreta,Grecja,GR
16929,"Domes of Elounda Autograph Collection, Kreta, Grecja",Domes of Elounda Autograph Collection,,,Kreta,Grecja,GR
16930,"Domes Noruz Chania, Autograph Collection, Kreta, Grecja",Domes Noruz Chania,Autograph Collection,,Kreta,Grecja,GR
16931,"Daios Cove Luxury Resort, Daios Cove Luxury Resort & Villas, Kreta, Grecja",Daios Cove Luxury Resort,Daios Cove Luxury Resort & Villas,,Kreta,Grecja,GR
16932,"Nana Princess Hotel, Kreta, Grecja",Nana Princess Hotel,,,Kreta,Grecja,GR
16934,"Minos Beach Art Hotel, Kreta, Grecja",Minos Beach Art Hotel,,,Kreta,Grecja,GR
16935,"Kivotos Villa, Kreta, Grecja",Kivotos Villa,,,Kreta,Grecja,GR
16936,"Gran Melia Resort & Luxury Villas Daios Cove, Kreta, Grecja",Gran Melia Resort & Luxury Villas Daios Cove,,,Kreta,Grecja,GR
16938,"Elounda Mare Hotel, Relais & Chateaux, Kreta, Grecja",Elounda Mare Hotel,Relais & Chateaux,,Kreta,Grecja,GR
16939,"Porto Elounda – Golf & Spa Resort, Kreta, Grecja",Porto Elounda – Golf & Spa Resort,,,Kreta,Grecja,GR
16940,"Phaea Blue Palace, Kreta, Grecja",Phaea Blue Palace,,,Kreta,Grecja,GR
16941,"Out Of The Blue Resort, Kreta, Grecja",Out Of The Blue Resort,,,Kreta,Grecja,GR
16945,"The Royal Blue Resort, Kreta, Grecja",The Royal Blue Resort,,,Kreta,Grecja,GR
16946,"Stella Palace, Kreta, Grecja",Stella Palace,,,Kreta,Grecja,GR
16947,"St. Nicolas Bay Resort Hotel & Villas, Kreta, Grecja",St. Nicolas Bay Resort Hotel & Villas,,,Kreta,Grecja,GR
16950,"prywatna willa, Kreta, Grecja",prywatna willa,,,Kreta,Grecja,GR
16951,"Porto Elounda Golf & Spa Resort, Kreta, Grecja",Porto Elounda Golf & Spa Resort,,,Kreta,Grecja,GR
21563,"Elounda Peninsula All Suite Hotel, Kreta, Grecja",Elounda Peninsula All Suite Hotel,,,Kreta,Grecja,GR
21568,"The Royal Senses Resort, Curio Collection by Hilton, Kreta, Grecja",The Royal Senses Resort,Curio Collection by Hilton,,Kreta,Grecja,GR
21569,"The Royal Senses Resort & Spa Crete, Curio Collection by Hilton, Kreta, Grecja",The Royal Senses Resort & Spa Crete,Curio Collection by Hilton,,Kreta,Grecja,GR
21581,"Domes Aulus Elounda All-Inclusive Resort, Curio Collection by Hilton, Kreta, Grecja",Domes Aulus Elounda All-Inclusive Resort,Curio Collection by Hilton,,Kreta,Grecja,GR
21582,"Daios Cove, Kreta, Grecja",Daios Cove,,,Kreta,Grecja,GR
16933,"Mitsis Selection Laguna, Kreta",Mitsis Selection Laguna,,,Kreta,Grecja,GR
16937,"Elounda Peninsula All Suite Hotel, Kreta Grecja",Elounda Peninsula All Suite Hotel,,,Kreta ,Grecja,GR
17003,"Romanos, A Luxury Collection , Costa Navarino , Grecja, Grand Hotel Lagonissi, Lagonisi, Grecja",Romanos,"A Luxury Collection, Costa Navarino, Grecja, Grand Hotel Lagonissi",,Lagonisi,Grecja,GR
16948,"Salt Suites, Milos, Grecja",Salt Suites,,,Milos,Grecja,GR
16860,"Villa Ramone, Agios Stefanos , Mykonos, Grecja",Villa Ramone,Agios Stefanos,,Mykonos,Grecja,GR
16876,"Myconian Ambassador, Mykonos, Grecja",Myconian Ambassador,,,Mykonos,Grecja,GR
16949,"Royal Myconian - Leading Hotels of the World, mykonos, Grecja",Royal Myconian - Leading Hotels of the World,,,mykonos,Grecja,GR
16952,"Myconian Avaton, Mykonos, Grecja",Myconian Avaton,,,Mykonos,Grecja,GR
16953,"Kivotos,  Mykonos, Grecja",Kivotos,,,Mykonos,Grecja,GR
16954,"Kivotos Mykonos, Mykonos, Grecja",Kivotos Mykonos,,,Mykonos,Grecja,GR
16955,"Kensho Psarou, Mykonos, Grecja",Kensho Psarou,,,Mykonos,Grecja,GR
16956,"Kalesma Mykonos, Mykonos, Grecja",Kalesma Mykonos,,,Mykonos,Grecja,GR
16957,"Grecotel Mykonos Blu, Mykonos, Grecja",Grecotel Mykonos Blu,,,Mykonos,Grecja,GR
16958,"Greco Philia Hotel Boutique Mykonos, Mykonos, Grecja",Greco Philia Hotel Boutique Mykonos,,,Mykonos,Grecja,GR
16959,"Grace Mykonos, Mykonos, Grecja",Grace Mykonos,,,Mykonos,Grecja,GR
16960,"Cavo Tagoo Mykonos Mykonos, Grecja",Cavo Tagoo Mykonos Mykonos,,,Mykonos,Grecja,GR
16961,"Branco Mykonos, Mykonos, Grecja",Branco Mykonos,,,Mykonos,Grecja,GR
16962,"Arte & Mare Elia Mykonos Luxury Suites & Spa, Mykonos, Grecja",Arte & Mare Elia Mykonos Luxury Suites & Spa,,,Mykonos,Grecja,GR
16966,"willa na Mykonosie, Mykonos, Grecja",willa na Mykonosie,,,Mykonos,Grecja,GR
16967,"Villa Nina (Blue Villas Collection), Mykonos, Grecja",Villa Nina (Blue Villas Collection),,,Mykonos,Grecja,GR
16968,"The Wild Hotel by Interni, Mykonos, Grecja",The Wild Hotel by Interni,,,Mykonos,Grecja,GR
16969,"Santa Marina, a Luxury Collection Resort, Mykonos, Mykonos, Grecja",Santa Marina,"a Luxury Collection Resort, Mykonos",,Mykonos,Grecja,GR
16970,"Saint John Hotel Villas & Spa, Mykonos, Grecja",Saint John Hotel Villas & Spa,,,Mykonos,Grecja,GR
16971,"Royal Myconian, Mykonos, Grecja",Royal Myconian,,,Mykonos,Grecja,GR
16972,"Rocabella Hotel Mykonos, Mykonos, Grecja",Rocabella Hotel Mykonos,,,Mykonos,Grecja,GR
16976,"Mykonos Theoxenia, a member of Design Hotels,Mykonos, Grecja",Mykonos Theoxenia,a member of Design Hotels,,Mykonos,Grecja,GR
16977,"Mykonos Grand Hotel & Resort, Mykonos, Grecja",Mykonos Grand Hotel & Resort,,,Mykonos,Grecja,GR
16978,"Myconian Villa Collection, Mykonos, Grecja",Myconian Villa Collection,,,Mykonos,Grecja,GR
16979,"Myconian Utopia Resort, Mykonos, Grecja",Myconian Utopia Resort,,,Mykonos,Grecja,GR
16980,"Myconian Princess, Mykonos, Grecja",Myconian Princess,,,Mykonos,Grecja,GR
16981,"Myconian O Hotel, Mykonos, Grecja",Myconian O Hotel,,,Mykonos,Grecja,GR
16982,"Myconian Kyma, Mykonos, Grecja",Myconian Kyma,,,Mykonos,Grecja,GR
16983,"Myconian Korali Relais, Mykonos, Grecja",Myconian Korali Relais,,,Mykonos,Grecja,GR
16984,"Myconian Imperial, Mykonos, Grecja",Myconian Imperial,,,Mykonos,Grecja,GR
16986,"Little Venice Suites, Mykonos, Grecja",Little Venice Suites,,,Mykonos,Grecja,GR
16990,"Greco Philia Hotel Boutique, Mykonos, Grecja",Greco Philia Hotel Boutique,,,Mykonos,Grecja,GR
17024,"Myconian Ambassador Hotel, Mykonos, Grecja",Myconian Ambassador Hotel,,,Mykonos,Grecja,GR
17027,"Katikies Kirini Santorini, Santorini, Grecja, Kensho Psarou, Mykonos, Grecja",Katikies Kirini Santorini,"Santorini, Grecja, Kensho Psarou",,Mykonos,Grecja,GR
17050,"Myconian Utopia Relais&Chateaux, Mykonos, Grecja",Myconian Utopia Relais&Chateaux,,,Mykonos,Grecja,GR
21570,"Nomad Mykonos, Mykonos, Grecja",Nomad Mykonos,,,Mykonos,Grecja,GR
21571,"Myconian O, Mykonos, Grecja",Myconian O,,,Mykonos,Grecja,GR
21572,"Myconian Korali, Relais & Chateaux, Mykonos, Grecja",Myconian Korali,Relais & Chateaux,,Mykonos,Grecja,GR
21574,"Kensho Ornos Boutique Hotel & Suites, Mykonos, Grecja",Kensho Ornos Boutique Hotel & Suites,,,Mykonos,Grecja,GR
21584,"Aeonic Suites & Spa, Mykonos, Grecja",Aeonic Suites & Spa,,,Mykonos,Grecja,GR
16975,"Mykonos, Grecja, Mykonos Blu Grecotel",Mykonos,,,Mykonos Blu Grecotel,Grecja,GR
16996,"3Sixty - Hotel & Suites, Nafplion, Grecja",3Sixty - Hotel & Suites,,,Nafplion,Grecja,GR
16944,"Yria Island Boutique Hotel & Spa, Paros, Grecja",Yria Island Boutique Hotel & Spa,,,Paros,Grecja,GR
16985,"Minois Hotel, Paros, Grecja",Minois Hotel,,,Paros,Grecja,GR
16867,"Amanzoe, Peloponez, Grecja",Amanzoe,,,Peloponez,Grecja,GR
16974,"Nikki Beach Porto Heli, Peloponez, Grecja",Nikki Beach Porto Heli,,,Peloponez,Grecja,GR
16994,"Artina Nuovo, Marathopolis, Marathopolis, Peloponez, Grecja",Artina Nuovo,"Marathopolis, Marathopolis",,Peloponez,Grecja,GR
16997,"3 Sixty Hotel & Suites, Peloponez, Grecja",3 Sixty Hotel & Suites,,,Peloponez,Grecja,GR
16998,"W Costa Navarino, Peloponez, Grecja",W Costa Navarino,,,Peloponez,Grecja,GR
16999,"The Westin Resort Costa Navarino, Peloponez, Grecja",The Westin Resort Costa Navarino,,,Peloponez,Grecja,GR
17000,"The Romanos, a Luxury Collection Resort, Costa Navarino, Peloponez, Grecja",The Romanos,"a Luxury Collection Resort, Costa Navarino",,Peloponez,Grecja,GR
17001,"The Romanos Luxury Collection Resort, Peloponez, Grecja",The Romanos Luxury Collection Resort,,,Peloponez,Grecja,GR
17002,"The Romanos a Luxury Collection Resort Costa Navarino, Peloponez, Grecja",The Romanos a Luxury Collection Resort Costa Navarino,,,Peloponez,Grecja,GR
21567,"willa, Peloponez, Grecja",willa,,,Peloponez,Grecja,GR
17009,"Grand Resort Lagonissi, Riviera Ateńska, Grecja",Grand Resort Lagonissi,,,Riviera Ateńska,Grecja,GR
17006,"Mayia Exclusive Resort & Spa, Rodos, Grecja",Mayia Exclusive Resort & Spa,,,Rodos,Grecja,GR
17007,"Lindian Village Beach Resort Rhodes, Curio Collection by Hilton, Rodos, Grecja",Lindian Village Beach Resort Rhodes,Curio Collection by Hilton,,Rodos,Grecja,GR
17008,"Lindian Village Beach Resort Rhodes Curio Collection by Hilton, Rodos, Grecja",Lindian Village Beach Resort Rhodes Curio Collection by Hilton,,,Rodos,Grecja,GR
17010,"Elite Suites by Rhodes Bay, Rodos, Grecja",Elite Suites by Rhodes Bay,,,Rodos,Grecja,GR
17013,"Atrium Prestige Thalasso Spa Resort and Villas, Rodos, Grecja",Atrium Prestige Thalasso Spa Resort and Villas,,,Rodos,Grecja,GR
17019,"Rodos, Lindian Village Rhodos, River Passage Pull Suite",River Passage Pull Suite,,Lindian Village Rhodos,Rodos,Grecja,GR
16988,"Katikies Kirini Santorini, Santorini, Grecja",Katikies Kirini Santorini,,,Santorini,Grecja,GR
16989,"Istoria Hotel Santorini, Santorini, Grecja",Istoria Hotel Santorini,,,Santorini,Grecja,GR
16992,"Caldera Premium Villas, Santorini, Grecja",Caldera Premium Villas,,,Santorini,Grecja,GR
16993,"Athina Luxury Suites, Santorini, Grecja",Athina Luxury Suites,,,Santorini,Grecja,GR
16995,"Andronis Arcadia, Santorini, Grecja",Andronis Arcadia,,,Santorini,Grecja,GR
17014,"Volcano View Hotel, Santorini, Grecja",Volcano View Hotel,,,Santorini,Grecja,GR
17016,"Vedema, a Luxury Collection Resort, Santorini, Santorini, Grecja",Vedema,"a Luxury Collection Resort, Santorini",,Santorini,Grecja,GR
17017,"Sun Rocks Santorini, Santorini, Grecja",Sun Rocks Santorini,,,Santorini,Grecja,GR
17018,"Santo Pure Oia Luxury Suites & Villas, Santorini, Grecja",Santo Pure Oia Luxury Suites & Villas,,,Santorini,Grecja,GR
17020,"Rocabella Santorini, Santorini, Grecja",Rocabella Santorini,,,Santorini,Grecja,GR
17021,"Perivolas Lifestyle Houses, Santorini, Grecja",Perivolas Lifestyle Houses,,,Santorini,Grecja,GR
17022,"Mythique Villas & Suites, Santorini, Grecja",Mythique Villas & Suites,,,Santorini,Grecja,GR
17023,"Mystique, A Luxury Collection Hotel, Santorini, Grecja",Mystique,A Luxury Collection Hotel,,Santorini,Grecja,GR
17025,"La Mer Deluxe Hotel & Spa, Santorini, Grecja",La Mer Deluxe Hotel & Spa,,,Santorini,Grecja,GR
17026,"Katikies Villa Santorini, Santorini, Grecja",Katikies Villa Santorini,,,Santorini,Grecja,GR
17028,"Katikies Chromata Santorini, Santorini, Grecja",Katikies Chromata Santorini,,,Santorini,Grecja,GR
17029,"Istoria a Member of Design Hotels, Santorini, Grecja",Istoria a Member of Design Hotels,,,Santorini,Grecja,GR
17030,"Grace Hotel, Auberge Resorts Collection, Santorini, Grecja",Grace Hotel,Auberge Resorts Collection,,Santorini,Grecja,GR
17032,"Csky Hotel, Santorini, Grecja",Csky Hotel,,,Santorini,Grecja,GR
17033,"Canaves Oia Suites, Santorini, Grecja",Canaves Oia Suites,,,Santorini,Grecja,GR
17034,"Canaves Epitome, Santorini, Grecja",Canaves Epitome,,,Santorini,Grecja,GR
17035,"Andronis Luxury Suites, Santorini, Grecja",Andronis Luxury Suites,,,Santorini,Grecja,GR
17036,"Ambassador Aegean Luxury Hotel & Suites Santorini, Santorini, Grecja",Ambassador Aegean Luxury Hotel & Suites Santorini,,,Santorini,Grecja,GR
21565,"Atrina Canava 1894, Santorini, Grecja",Atrina Canava 1894,,,Santorini,Grecja,GR
21575,"Katikies Santorini, Santorini, Grecja",Katikies Santorini,,,Santorini,Grecja,GR
21576,"Istoria Hotel, Santorini, Grecja",Istoria Hotel,,,Santorini,Grecja,GR
21583,"Aqua Blue Hotel, Santorini, Grecja",Aqua Blue Hotel,,,Santorini,Grecja,GR
17056,"Karvouno Villas, Sivota, Grecja",Karvouno Villas,,,Sivota,Grecja,GR
17058,"Elivi Skiathos, Skiatos, Grecja",Elivi Skiathos,,,Skiatos,Grecja,GR
17046,"Wind Spirit, WindStar Cruises, Grecja",Wind Spirit,,,WindStar Cruises,Grecja,GR
21311,"Porto Zante  Villas&Spa, Zakintos, Grecja",Porto Zante  Villas&Spa,,,Zakintos,Grecja,GR
21590,"Porto Zante Villas & Spa, Zakintos, Grecja",Porto Zante Villas & Spa,,,Zakintos,Grecja,GR
21601,"Domes Aulus Zante, Autograph Collection, Zakintos, Grecja",Domes Aulus Zante,Autograph Collection,,Zakintos,Grecja,GR
17047,"prywatna willa, Zakynthos, Grecja",prywatna willa,,,Zakynthos,Grecja,GR
17048,"Porto Zante Villas & Spa, Zakynthos, Grecja",Porto Zante Villas & Spa,,,Zakynthos,Grecja,GR
17051,"Lesante Classic Luxury Hotel & Spa, Zakynthos, Grecja",Lesante Classic Luxury Hotel & Spa,,,Zakynthos,Grecja,GR
17052,"Lesante Cape Resort & Villas, Zakynthos, Grecja",Lesante Cape Resort & Villas,,,Zakynthos,Grecja,GR
17053,"Lesante Blu Exclusive Beach Resort, Zakynthos, Grecja",Lesante Blu Exclusive Beach Resort,,,Zakynthos,Grecja,GR
17059,"Domes Aulus Zante, Autograph Collection, Zakynthos, Grecja",Domes Aulus Zante,Autograph Collection,,Zakynthos,Grecja,GR
17060,"Cielo Villa, Zakynthos, Grecja",Cielo Villa,,,Zakynthos,Grecja,GR
21589,"Quark Expeditions, Grenlandia",Quark Expeditions,,,,Grenlandia,GL
17560,"Grenlandia, rejs statkiem Ultramarine",,,,,Grenlandia,GL
17054,"Kobuleti Georgia Palace Hotel & Spa, Kubuleti, Gruzja",Kobuleti Georgia Palace Hotel & Spa,,,Kubuleti,Gruzja,GE
22143,Ikos Andalusia,Ikos Andalusia,,Andaluzja,,Hiszpania,ES
21598,"Iberostar Selection Playa de Muro Village Majorka, Hiszpania",Iberostar Selection Playa de Muro Village Majorka,,,,Hiszpania,ES
17073,"Parador de Javea, Alicante, Hiszpania",Parador de Javea,,,Alicante,Hiszpania,ES
17074,"Nomad Hotel - Xabia Port, Alicante, Hiszpania",Nomad Hotel - Xabia Port,,,Alicante,Hiszpania,ES
17088,"Asia Gardens Hotel & Thai Spa, a Royal Hideaway Hotel, Alicante, Hiszpania",Asia Gardens Hotel & Thai Spa,a Royal Hideaway Hotel,,Alicante,Hiszpania,ES
17072,"SHA Wellness Clinic, Alicante, Spain",SHA Wellness Clinic,,,Alicante,Hiszpania,ES
17081,"Hotel NH Gijon, Asturia, Hiszpania",Hotel NH Gijon,,,Asturia,Hiszpania,ES
17075,"Le Meridien, Barcelona, Hiszpania",Le Meridien,,,Barcelona,Hiszpania,ES
17076,"Kimpton Vividora Barcelona, Barcelona, Hiszpania",Kimpton Vividora Barcelona,,,Barcelona,Hiszpania,ES
17077,"InterContinental Barcelona an IHG Hotel, Barcelona, Hiszpania",InterContinental Barcelona an IHG Hotel,,,Barcelona,Hiszpania,ES
17078,"Iberostar Selection Paseo De Gracia, Barcelona, Hiszpania",Iberostar Selection Paseo De Gracia,,,Barcelona,Hiszpania,ES
17080,"Hotel SOFIA Barcelona - in the Unbound Collection by Hyatt,  Barcelona, Hiszpania",Hotel SOFIA Barcelona - in the Unbound Collection by Hyatt,,,Barcelona,Hiszpania,ES
17082,"Hotel Catalonia Ramblas, Barcelona, Hiszpania",Hotel Catalonia Ramblas,,,Barcelona,Hiszpania,ES
17083,"Hotel Catalonia Barcelona 505, Barcelona, Hiszpania",Hotel Catalonia Barcelona 505,,,Barcelona,Hiszpania,ES
17084,"Hotel Arts Barcelona, Barcelona, Hiszpania",Hotel Arts Barcelona,,,Barcelona,Hiszpania,ES
